CustomerID,Age,Gender,Tenure,ServicePlan,ContractType,MonthlyCharges,TotalCharges,Churn
1446,54,Female,60,Basic,Two-year,52.09,3125.4,1
1447,57,Female,72,Premium,Two-year,31.08,2237.76,1
1448,52,Male,11,Basic,One-year,97.94,1077.34,0
1449,25,Female,17,Basic,Month-to-month,36.66,623.22,1
1450,31,Male,3,Premium,One-year,59.49,178.47,0
1451,68,Female,46,Premium,One-year,71.29,3279.34,1
1452,30,Female,20,Premium,Two-year,87.23,1744.6,0
1453,18,Male,70,Premium,Month-to-month,37.45,2621.5,0
1454,46,Female,5,Basic,Two-year,47.96,239.8,0
1455,65,Male,65,Premium,Two-year,31.08,2020.2,0
1456,70,Female,31,Premium,Month-to-month,93.16,2887.96,0
1457,26,Female,53,Premium,Two-year,102.44,5429.32,0
1458,59,Female,18,Premium,One-year,50.22,903.96,0
1459,44,Male,21,Premium,Month-to-month,82.68,1736.28,0
1460,60,Female,62,Premium,One-year,59.0,3658.0,0
1461,39,Female,51,Premium,Month-to-month,96.25,4908.75,0
1462,30,Male,53,Premium,One-year,99.64,5280.92,1
1463,52,Female,48,Basic,One-year,96.24,4619.52,0
1464,30,Female,27,Premium,Month-to-month,46.27,1249.29,0
1465,57,Female,5,Basic,Month-to-month,100.43,502.15,0
1466,49,Female,62,Basic,Two-year,74.36,4610.32,0
1467,23,Male,17,Basic,Two-year,111.67,1898.39,0
1468,48,Female,34,Basic,One-year,114.69,3899.46,0
1469,67,Female,27,Premium,Month-to-month,33.11,893.97,1
1470,59,Female,33,Premium,One-year,103.08,3401.64,1
1471,68,Female,32,Premium,Two-year,33.92,1085.44,0
1472,18,Female,60,Basic,Month-to-month,30.8,1848.0,1
1473,28,Female,58,Basic,Month-to-month,63.59,3688.22,0
1474,53,Male,6,Basic,Two-year,83.12,498.72,1
1475,40,Male,32,Basic,One-year,118.99,3807.68,1
1476,29,Female,67,Basic,One-year,94.16,6308.72,0
1477,35,Female,1,Premium,Two-year,89.22,89.22,0
1478,57,Female,43,Premium,Two-year,114.38,4918.34,0
1479,39,Male,25,Basic,Two-year,111.85,2796.25,1
1480,70,Male,31,Basic,Two-year,40.16,1244.96,1
1481,56,Male,70,Basic,One-year,43.61,3052.7,0
1482,22,Female,15,Premium,Two-year,54.78,821.7,0
1483,41,Female,54,Premium,One-year,117.85,6363.9,1
1484,63,Male,54,Premium,Month-to-month,61.9,3342.6,0
1485,18,Male,49,Premium,Two-year,63.7,3121.3,0
1486,43,Female,62,Basic,Month-to-month,114.16,7077.92,1
1487,58,Female,42,Premium,Month-to-month,65.86,2766.12,1
1488,69,Female,64,Basic,One-year,34.37,2199.68,1
1489,54,Male,39,Premium,Month-to-month,50.68,1976.52,1
1490,30,Male,62,Premium,Month-to-month,30.77,1907.74,1
1491,23,Female,9,Basic,Month-to-month,48.48,436.32,1
1492,21,Female,62,Basic,Two-year,71.11,4408.82,1
1493,31,Male,6,Premium,Month-to-month,99.52,597.12,1
1494,30,Female,34,Premium,Month-to-month,34.29,1165.86,1
1495,23,Male,2,Basic,Two-year,102.05,204.1,1
1496,49,Female,48,Premium,Two-year,33.22,1594.56,0
1497,43,Male,51,Basic,Month-to-month,44.92,2290.92,1
1498,18,Male,25,Premium,Month-to-month,78.4,1960.0,0
1499,68,Female,30,Premium,Two-year,74.29,2228.7,0
1500,44,Female,72,Basic,Two-year,53.49,3851.28,0
1501,64,Male,27,Premium,Month-to-month,110.27,2977.29,0
1502,51,Female,16,Basic,Two-year,95.34,1525.44,0
1503,37,Female,13,Premium,Month-to-month,48.04,624.52,0
1504,49,Male,27,Premium,Two-year,35.7,963.9,1
1505,44,Female,39,Premium,One-year,43.68,1703.52,0
1506,65,Female,72,Premium,Two-year,37.81,2722.32,0
1507,59,Male,28,Basic,Two-year,72.68,2035.04,1
1508,52,Male,58,Premium,Two-year,100.8,5846.4,0
1509,65,Male,14,Premium,One-year,86.08,1205.12,0
1510,48,Male,49,Basic,Two-year,91.7,4493.3,1
1511,36,Male,72,Premium,Two-year,97.34,7008.48,0
1512,52,Female,24,Basic,One-year,118.77,2850.48,1
1513,49,Male,64,Basic,Month-to-month,86.02,5505.28,1
1514,23,Male,35,Premium,Two-year,35.99,1259.65,1
1515,42,Female,2,Basic,Month-to-month,37.48,74.96,1
1516,70,Female,2,Basic,Two-year,53.39,106.78,0
1517,58,Female,16,Basic,Month-to-month,47.05,752.8,0
1518,26,Female,33,Premium,Month-to-month,94.11,3105.63,0
1519,26,Female,55,Premium,Two-year,104.84,5766.2,1
1520,42,Female,19,Premium,Month-to-month,35.98,683.62,1
1521,32,Male,8,Basic,Month-to-month,51.69,413.52,1
1522,23,Female,12,Premium,One-year,72.07,864.84,0
1523,59,Female,62,Basic,Two-year,31.34,1943.08,0
1524,42,Male,42,Basic,Month-to-month,112.6,4729.2,1
1525,24,Female,11,Basic,Month-to-month,95.29,1048.19,0
1526,43,Male,66,Basic,Month-to-month,67.25,4438.5,0
1527,51,Male,59,Basic,Two-year,73.83,4355.97,0
1528,43,Male,58,Basic,One-year,39.72,2303.76,0
1529,37,Male,43,Premium,Month-to-month,97.38,4187.34,1
1530,25,Male,42,Premium,Month-to-month,74.59,3132.78,1
1531,64,Male,71,Basic,One-year,68.41,4857.11,1
1532,66,Female,18,Basic,Month-to-month,47.47,854.46,0
1533,62,Male,22,Basic,One-year,33.75,742.5,1
1534,46,Female,8,Basic,One-year,53.1,424.8,1
1535,36,Male,1,Basic,Two-year,100.23,100.23,1
1536,35,Female,2,Basic,Two-year,60.98,121.96,0
1537,39,Male,7,Premium,One-year,104.88,734.16,0
1538,39,Male,32,Premium,One-year,72.16,2309.12,1
1539,48,Male,36,Premium,Month-to-month,119.94,4317.84,1
1540,28,Female,4,Premium,One-year,79.73,318.92,0
1541,64,Female,25,Basic,Month-to-month,95.25,2381.25,0
1542,55,Female,24,Basic,Month-to-month,81.33,1951.92,0
1543,37,Female,61,Premium,Two-year,79.53,4851.33,0
1544,40,Male,7,Premium,Two-year,76.69,536.83,0
1545,66,Male,31,Premium,Month-to-month,51.9,1608.9,1
1546,38,Male,51,Premium,One-year,76.15,3883.65,0
1547,41,Female,1,Basic,Two-year,35.13,35.13,0
1548,51,Female,43,Premium,One-year,110.23,4739.89,1
1549,66,Male,29,Premium,One-year,63.41,1838.89,1
1550,24,Female,6,Basic,Month-to-month,88.96,533.76,0
1551,61,Male,44,Premium,Month-to-month,113.18,4979.92,1
1552,69,Female,55,Basic,Two-year,48.54,2669.7,1
1553,58,Female,62,Premium,Two-year,104.14,6456.68,0
1554,32,Male,1,Basic,One-year,112.09,112.09,0
1555,30,Male,41,Premium,Month-to-month,31.29,1282.89,0
1556,37,Male,50,Basic,Two-year,105.74,5287.0,1
1557,52,Male,12,Premium,Two-year,80.87,970.44,0
1558,33,Female,47,Basic,One-year,71.49,3360.03,0
1559,50,Female,49,Basic,One-year,95.29,4669.21,0
1560,24,Male,36,Premium,Two-year,83.03,2989.08,1
1561,31,Male,41,Premium,One-year,36.17,1482.97,1
1562,31,Male,67,Basic,Month-to-month,105.72,7083.24,1
1563,32,Female,25,Basic,Month-to-month,58.37,1459.25,0
1564,28,Male,7,Premium,Two-year,109.53,766.71,1
1565,26,Female,64,Basic,Month-to-month,89.11,5703.04,1
1566,18,Male,64,Premium,Month-to-month,78.36,5015.04,1
1567,60,Female,45,Premium,Month-to-month,47.48,2136.6,1
1568,42,Male,7,Premium,One-year,68.2,477.4,0
1569,65,Male,31,Basic,Two-year,111.63,3460.53,1
1570,37,Male,18,Basic,Month-to-month,40.82,734.76,1
1571,18,Male,11,Premium,Month-to-month,59.51,654.61,1
1572,61,Male,64,Premium,Month-to-month,96.25,6160.0,1
1573,18,Male,19,Premium,One-year,96.29,1829.51,0
1574,25,Male,50,Premium,One-year,66.49,3324.5,1
1575,40,Male,23,Basic,Two-year,116.3,2674.9,1
1576,42,Female,53,Premium,Two-year,81.51,4320.03,1
1577,56,Male,8,Premium,Month-to-month,30.09,240.72,1
1578,54,Female,32,Basic,Month-to-month,89.48,2863.36,1
1579,63,Male,28,Premium,One-year,41.27,1155.56,1
1580,48,Female,60,Basic,One-year,89.18,5350.8,0
1581,56,Male,26,Basic,Two-year,36.08,938.08,0
1582,57,Male,36,Basic,Month-to-month,78.03,2809.08,1
1583,18,Female,27,Basic,Two-year,119.94,3238.38,1
1584,69,Female,16,Premium,Two-year,94.91,1518.56,1
1585,69,Male,63,Premium,Month-to-month,114.09,7187.67,1
1586,49,Male,61,Basic,One-year,48.72,2971.92,0
1587,57,Female,48,Premium,Month-to-month,48.57,2331.36,1
1588,21,Male,13,Basic,Two-year,96.2,1250.6,0
1589,55,Male,38,Premium,Month-to-month,117.27,4456.26,1
1590,60,Female,10,Basic,One-year,92.16,921.6,0
1591,60,Male,55,Basic,One-year,33.23,1827.65,1
1592,57,Female,47,Basic,Month-to-month,41.12,1932.64,0
1593,62,Male,12,Premium,Month-to-month,97.77,1173.24,0
1594,28,Female,56,Premium,Two-year,43.44,2432.64,0
1595,33,Male,69,Basic,Two-year,117.2,8086.8,0
1596,25,Male,61,Basic,Month-to-month,40.09,2445.49,1
1597,30,Male,52,Basic,Two-year,34.73,1805.96,0
1598,29,Male,25,Basic,Two-year,53.53,1338.25,1
1599,31,Male,62,Premium,Two-year,67.17,4164.54,0
1600,35,Male,46,Basic,Two-year,57.46,2643.16,1
1601,38,Female,52,Premium,One-year,55.63,2892.76,1
1602,30,Female,36,Premium,One-year,98.91,3560.76,1
1603,38,Female,45,Basic,One-year,109.72,4937.4,0
1604,30,Female,66,Premium,One-year,30.35,2003.1,1
1605,66,Female,70,Basic,One-year,68.95,4826.5,0
1606,59,Female,11,Basic,One-year,39.49,434.39,1
1607,55,Male,72,Premium,Two-year,89.64,6454.08,1
1608,64,Male,41,Basic,One-year,30.75,1260.75,1
1609,54,Male,30,Basic,One-year,102.09,3062.7,0
1610,33,Female,69,Premium,Two-year,78.88,5442.72,1
1611,27,Female,70,Premium,One-year,50.35,3524.5,1
1612,26,Female,66,Premium,Month-to-month,104.49,6896.34,1
1613,53,Male,1,Basic,Month-to-month,91.68,91.68,1
1614,29,Male,3,Basic,Month-to-month,75.59,226.77,0
1615,65,Female,68,Basic,One-year,69.33,4714.44,1
1616,53,Female,65,Basic,One-year,31.3,2034.5,0
1617,64,Male,52,Basic,One-year,73.99,3847.48,1
1618,60,Male,62,Premium,Two-year,34.66,2148.92,1
1619,21,Female,7,Basic,Two-year,88.33,618.31,1
1620,34,Male,27,Basic,Month-to-month,93.32,2519.64,1
1621,52,Male,63,Basic,One-year,88.45,5572.35,1
1622,63,Male,11,Basic,One-year,35.35,388.85,0
1623,45,Female,24,Basic,Month-to-month,49.3,1183.2,1
1624,62,Male,54,Premium,Month-to-month,92.56,4998.24,1
1625,40,Male,40,Premium,Two-year,55.65,2226.0,1
1626,44,Male,57,Basic,One-year,111.73,6368.61,0
1627,64,Male,29,Premium,Two-year,94.46,2739.34,0
1628,67,Female,37,Basic,Two-year,112.11,4148.07,0
1629,51,Male,17,Basic,Two-year,35.83,609.11,0
1630,38,Male,21,Premium,One-year,92.16,1935.36,0
1631,29,Female,19,Premium,One-year,74.54,1416.26,1
1632,59,Male,23,Premium,Month-to-month,97.22,2236.06,0
1633,68,Female,30,Basic,One-year,76.46,2293.8,0
1634,23,Female,44,Premium,Month-to-month,96.89,4263.16,1
1635,46,Male,6,Premium,Two-year,85.79,514.74,1
1636,33,Female,20,Basic,Month-to-month,80.65,1613.0,1
1637,40,Female,66,Premium,Two-year,110.98,7324.68,0
1638,42,Female,27,Basic,Month-to-month,43.72,1180.44,1
1639,40,Female,19,Basic,One-year,50.24,954.56,0
1640,38,Male,12,Basic,One-year,63.78,765.36,1
1641,20,Male,72,Premium,Month-to-month,45.42,3270.24,0
1642,21,Female,19,Premium,Two-year,43.52,826.88,0
1643,27,Male,48,Basic,One-year,81.46,3910.08,1
1644,32,Female,56,Premium,Two-year,43.25,2422.0,1
1645,69,Male,37,Basic,Two-year,86.37,3195.69,0
1646,21,Male,53,Premium,Month-to-month,78.45,4157.85,1
1647,55,Male,23,Premium,Month-to-month,32.39,744.97,1
1648,30,Male,71,Basic,Two-year,79.81,5666.51,1
1649,21,Male,29,Premium,One-year,109.75,3182.75,1
1650,55,Female,19,Premium,Month-to-month,61.76,1173.44,1
1651,61,Female,38,Premium,Month-to-month,73.13,2778.94,0
1652,63,Female,13,Basic,One-year,89.35,1161.55,0
1653,26,Female,64,Basic,Two-year,76.81,4915.84,0
1654,62,Male,18,Premium,Two-year,86.08,1549.44,0
1655,64,Female,2,Basic,One-year,98.61,197.22,1
1656,62,Female,3,Premium,One-year,49.38,148.14,1
1657,54,Female,23,Premium,One-year,82.84,1905.32,0
1658,62,Male,25,Basic,Two-year,82.44,2061.0,1
1659,70,Female,18,Basic,One-year,82.28,1481.04,1
1660,51,Female,20,Basic,Month-to-month,80.25,1605.0,1
1661,57,Female,54,Premium,Two-year,68.55,3701.7,1
1662,34,Male,10,Basic,Month-to-month,90.55,905.5,0
1663,50,Male,38,Basic,Two-year,49.66,1887.08,0
1664,47,Male,8,Premium,Two-year,56.38,451.04,1
1665,62,Female,45,Premium,Two-year,74.73,3362.85,1
1666,25,Female,43,Premium,Month-to-month,101.8,4377.4,1
1667,51,Male,72,Premium,Two-year,33.82,2435.04,0
1668,25,Female,36,Premium,Two-year,50.2,1807.2,0
1669,61,Male,28,Basic,Month-to-month,52.45,1468.6,1
1670,55,Female,42,Premium,Month-to-month,113.55,4769.1,1
1671,50,Female,32,Premium,Month-to-month,43.21,1382.72,0
1672,49,Male,34,Premium,Two-year,76.51,2601.34,1
1673,55,Female,21,Premium,Two-year,31.74,666.54,1
1674,21,Female,11,Premium,Two-year,61.6,677.6,1
1675,47,Female,3,Premium,Month-to-month,114.38,343.14,0
1676,42,Female,56,Basic,Two-year,39.0,2184.0,0
1677,61,Female,32,Basic,One-year,85.97,2751.04,0
1678,48,Female,15,Basic,One-year,66.28,994.2,1
1679,30,Male,45,Basic,One-year,44.07,1983.15,0
1680,20,Female,19,Premium,Two-year,113.76,2161.44,0
1681,37,Female,2,Basic,Two-year,107.81,215.62,0
1682,41,Female,13,Basic,Two-year,69.08,898.04,0
1683,26,Female,51,Basic,Month-to-month,33.09,1687.59,0
1684,32,Male,44,Basic,Month-to-month,109.89,4835.16,0
1685,70,Male,65,Premium,One-year,115.97,7538.05,0
1686,32,Female,7,Premium,Two-year,109.27,764.89,0
1687,65,Male,54,Basic,Two-year,88.02,4753.08,1
1688,56,Female,71,Premium,Two-year,72.8,5168.8,1
1689,46,Male,25,Basic,Month-to-month,45.06,1126.5,0
1690,64,Male,23,Basic,Two-year,108.83,2503.09,0
1691,60,Female,17,Basic,One-year,117.18,1992.06,0
1692,60,Female,12,Basic,Two-year,109.32,1311.84,1
1693,48,Male,62,Premium,One-year,84.19,5219.78,1
1694,36,Male,47,Basic,Month-to-month,85.0,3995.0,0
1695,67,Female,59,Basic,Month-to-month,81.67,4818.53,0
1696,57,Male,48,Basic,Two-year,79.68,3824.64,1
1697,30,Male,42,Premium,Month-to-month,58.82,2470.44,1
1698,47,Female,68,Premium,Two-year,48.07,3268.76,1
1699,23,Female,19,Basic,Month-to-month,56.55,1074.45,0
1700,32,Female,63,Basic,Two-year,117.79,7420.77,0
1701,34,Male,32,Premium,Month-to-month,102.87,3291.84,1
1702,70,Female,11,Basic,Month-to-month,91.12,1002.32,1
1703,63,Female,26,Basic,One-year,43.2,1123.2,1
1704,51,Male,49,Basic,Two-year,61.8,3028.2,1
1705,46,Female,54,Premium,One-year,111.34,6012.36,1
1706,68,Female,35,Premium,Month-to-month,101.51,3552.85,1
1707,38,Male,44,Basic,Two-year,118.77,5225.88,0
1708,32,Female,21,Basic,One-year,59.17,1242.57,0
1709,39,Female,68,Premium,Month-to-month,55.37,3765.16,1
1710,59,Female,62,Basic,Two-year,34.05,2111.1,1
1711,45,Male,28,Premium,Two-year,67.73,1896.44,0
1712,67,Male,36,Basic,Two-year,34.54,1243.44,0
1713,66,Female,55,Premium,Two-year,101.33,5573.15,1
1714,44,Male,6,Basic,Month-to-month,98.59,591.54,1
1715,58,Female,66,Premium,Two-year,36.62,2416.92,0
1716,37,Male,1,Basic,Two-year,38.85,38.85,0
1717,31,Female,16,Premium,Month-to-month,75.21,1203.36,1
1718,40,Male,71,Premium,Month-to-month,45.25,3212.75,1
1719,21,Male,63,Premium,One-year,100.22,6313.86,0
1720,69,Female,33,Basic,Month-to-month,93.16,3074.28,0
1721,68,Female,46,Basic,One-year,76.56,3521.76,0
1722,45,Female,28,Basic,Two-year,70.53,1974.84,0
1723,57,Male,31,Premium,One-year,30.9,957.9,1
1724,53,Female,24,Premium,Two-year,81.91,1965.84,1
1725,27,Female,41,Basic,Month-to-month,43.4,1779.4,0
1726,49,Male,65,Premium,Two-year,71.09,4620.85,1
1727,70,Male,49,Basic,Month-to-month,88.9,4356.1,0
1728,53,Female,8,Premium,Two-year,31.17,249.36,0
1729,60,Female,22,Basic,Two-year,112.69,2479.18,0
1730,31,Male,41,Basic,Two-year,68.79,2820.39,1
1731,25,Female,68,Basic,Month-to-month,79.56,5410.08,0
1732,45,Female,19,Premium,One-year,83.57,1587.83,1
1733,44,Male,20,Premium,One-year,34.72,694.4,1
1734,31,Male,15,Premium,Two-year,88.45,1326.75,0
1735,26,Female,2,Premium,Month-to-month,109.55,219.1,0
1736,38,Male,57,Basic,Two-year,83.74,4773.18,0
1737,32,Female,25,Premium,One-year,101.27,2531.75,1
1738,58,Female,21,Premium,Two-year,78.15,1641.15,0
1739,69,Female,64,Basic,One-year,116.81,7475.84,1
1740,19,Male,69,Premium,One-year,72.39,4994.91,1
1741,30,Female,41,Basic,Two-year,109.49,4489.09,1
1742,35,Female,32,Basic,Month-to-month,98.78,3160.96,1
1743,57,Male,62,Basic,Month-to-month,48.24,2990.88,0
1744,33,Female,40,Basic,One-year,76.69,3067.6,1
1745,62,Male,50,Premium,Month-to-month,111.27,5563.5,1
1746,30,Female,39,Premium,Two-year,81.06,3161.34,0
1747,37,Female,58,Basic,One-year,33.95,1969.1,0
1748,29,Male,21,Premium,One-year,90.72,1905.12,1
1749,33,Female,24,Basic,Two-year,64.09,1538.16,0
1750,67,Female,44,Basic,Two-year,67.1,2952.4,1
1751,70,Male,13,Basic,One-year,36.19,470.47,1
1752,60,Female,38,Premium,Two-year,65.04,2471.52,0
1753,28,Female,20,Premium,Month-to-month,104.4,2088.0,1
1754,67,Male,59,Basic,One-year,93.37,5508.83,1
1755,69,Female,18,Basic,Month-to-month,110.33,1985.94,1
1756,48,Male,23,Basic,Two-year,87.62,2015.26,0
1757,33,Male,7,Premium,One-year,59.06,413.42,0
1758,57,Female,31,Basic,One-year,82.01,2542.31,1
1759,24,Male,16,Basic,One-year,100.04,1600.64,1
1760,59,Male,33,Basic,Two-year,31.16,1028.28,1
1761,32,Female,63,Premium,Two-year,54.32,3422.16,0
1762,31,Male,18,Basic,Month-to-month,83.5,1503.0,1
1763,47,Male,49,Premium,Two-year,80.21,3930.29,0
1764,65,Female,29,Premium,One-year,104.84,3040.36,0
1765,64,Male,57,Premium,One-year,82.81,4720.17,1
1766,35,Male,66,Premium,One-year,102.98,6796.68,1
1767,26,Female,64,Premium,One-year,82.18,5259.52,1
1768,56,Female,1,Basic,Month-to-month,83.54,83.54,0
1769,48,Female,54,Basic,Month-to-month,115.11,6215.94,0
1770,32,Female,19,Premium,Two-year,62.24,1182.56,1
1771,22,Male,65,Premium,Two-year,39.52,2568.8,1
1772,60,Male,27,Basic,Month-to-month,82.76,2234.52,0
1773,65,Male,2,Premium,One-year,115.24,230.48,1
1774,56,Female,54,Basic,Two-year,107.96,5829.84,0
1775,32,Female,23,Premium,Month-to-month,39.62,911.26,1
1776,31,Female,6,Basic,Two-year,62.36,374.16,0
1777,31,Female,8,Basic,Month-to-month,55.15,441.2,1
1778,22,Female,61,Premium,One-year,40.96,2498.56,1
1779,70,Female,32,Premium,Month-to-month,57.05,1825.6,1
1780,62,Female,31,Premium,Two-year,70.4,2182.4,0
1781,45,Male,44,Premium,One-year,68.7,3022.8,0
1782,23,Male,65,Basic,Two-year,101.4,6591.0,0
1783,26,Female,42,Premium,Two-year,113.74,4777.08,0
1784,47,Female,43,Premium,Two-year,61.17,2630.31,1
1785,66,Female,16,Basic,Two-year,96.47,1543.52,0
1786,49,Female,60,Basic,Month-to-month,49.41,2964.6,0
1787,22,Female,58,Basic,One-year,109.53,6352.74,0
1788,23,Female,23,Basic,One-year,73.29,1685.67,1
1789,43,Male,35,Basic,Two-year,99.96,3498.6,0
1790,61,Female,13,Premium,One-year,70.88,921.44,0
1791,63,Female,69,Basic,One-year,46.76,3226.44,1
1792,53,Male,44,Basic,Month-to-month,106.16,4671.04,0
1793,35,Male,68,Premium,Month-to-month,102.13,6944.84,0
1794,24,Male,55,Basic,One-year,61.99,3409.45,1
1795,33,Male,50,Basic,One-year,102.94,5147.0,0
1796,21,Male,56,Basic,One-year,85.87,4808.72,0
1797,46,Male,50,Premium,Month-to-month,93.13,4656.5,1
1798,52,Female,36,Premium,Two-year,116.85,4206.6,1
1799,36,Male,55,Basic,Two-year,97.97,5388.35,1
1800,19,Female,32,Basic,Month-to-month,85.22,2727.04,0
1801,25,Female,20,Premium,One-year,32.21,644.2,1
1802,69,Female,36,Premium,Two-year,106.28,3826.08,1
1803,60,Female,51,Premium,One-year,108.28,5522.28,1
1804,61,Female,49,Basic,Two-year,89.82,4401.18,1
1805,44,Female,36,Basic,One-year,37.8,1360.8,0
1806,49,Female,52,Basic,Two-year,72.36,3762.72,1
1807,58,Female,37,Basic,Month-to-month,92.85,3435.45,1
1808,38,Female,42,Basic,Month-to-month,89.55,3761.1,0
1809,42,Male,14,Basic,Month-to-month,78.52,1099.28,1
1810,63,Male,44,Premium,Two-year,111.15,4890.6,0
1811,42,Male,59,Premium,Two-year,94.21,5558.39,0
1812,36,Male,30,Basic,Month-to-month,92.7,2781.0,1
1813,54,Male,71,Basic,Two-year,60.0,4260.0,1
1814,33,Female,14,Basic,One-year,98.78,1382.92,0
1815,68,Male,19,Basic,One-year,87.9,1670.1,1
1816,45,Female,57,Premium,One-year,59.68,3401.76,1
1817,54,Male,55,Premium,One-year,76.73,4220.15,0
1818,54,Male,6,Premium,Two-year,70.9,425.4,1
1819,36,Male,22,Premium,One-year,60.3,1326.6,0
1820,38,Female,72,Basic,Two-year,38.95,2804.4,1
1821,34,Female,22,Premium,Two-year,47.01,1034.22,1
1822,60,Female,1,Premium,Two-year,99.57,99.57,0
1823,68,Male,44,Basic,Two-year,103.14,4538.16,0
1824,40,Male,66,Premium,Two-year,77.83,5136.78,0
1825,65,Male,46,Basic,One-year,77.82,3579.72,1
1826,49,Male,62,Premium,Two-year,101.43,6288.66,0
1827,21,Male,31,Premium,Month-to-month,74.99,2324.69,0
1828,31,Female,21,Premium,Two-year,108.34,2275.14,0
1829,34,Female,64,Basic,Two-year,52.08,3333.12,0
1830,19,Female,38,Basic,Month-to-month,88.56,3365.28,0
1831,21,Male,63,Premium,Month-to-month,72.06,4539.78,0
1832,34,Female,72,Premium,Month-to-month,83.89,6040.08,1
1833,21,Female,24,Basic,One-year,87.26,2094.24,1
1834,38,Female,69,Premium,Two-year,46.84,3231.96,0
1835,63,Female,14,Premium,Month-to-month,118.81,1663.34,1
1836,27,Male,39,Premium,Month-to-month,72.28,2818.92,1
1837,38,Female,21,Premium,One-year,74.78,1570.38,1
1838,52,Female,48,Basic,Month-to-month,84.89,4074.72,0
1839,61,Female,39,Basic,One-year,56.09,2187.51,0
1840,35,Female,44,Basic,Two-year,37.49,1649.56,0
1841,32,Female,21,Basic,One-year,67.69,1421.49,0
1842,55,Male,34,Premium,Two-year,31.61,1074.74,1
1843,38,Female,61,Basic,Month-to-month,53.7,3275.7,1
1844,30,Female,62,Premium,Two-year,64.23,3982.26,1
1845,40,Female,66,Basic,Two-year,83.24,5493.84,1
1846,46,Female,12,Basic,One-year,105.13,1261.56,1
1847,65,Female,66,Premium,Month-to-month,97.54,6437.64,1
1848,35,Male,43,Basic,Two-year,72.02,3096.86,0
1849,68,Male,70,Premium,Two-year,62.95,4406.5,0
1850,41,Female,50,Premium,Month-to-month,63.36,3168.0,1
1851,39,Female,2,Premium,Two-year,45.73,91.46,1
1852,60,Female,12,Basic,Two-year,105.23,1262.76,1
1853,53,Female,4,Basic,Month-to-month,91.81,367.24,1
1854,23,Female,44,Premium,One-year,101.3,4457.2,1
1855,20,Male,31,Basic,Two-year,117.93,3655.83,1
1856,24,Male,64,Basic,One-year,50.35,3222.4,0
1857,69,Female,50,Basic,Two-year,114.59,5729.5,1
1858,19,Female,15,Basic,Month-to-month,76.3,1144.5,0
1859,21,Female,27,Premium,Month-to-month,104.29,2815.83,1
1860,23,Male,22,Premium,Month-to-month,94.77,2084.94,1
1861,40,Male,17,Premium,One-year,101.19,1720.23,0
1862,25,Male,34,Premium,Two-year,50.79,1726.86,0
1863,56,Male,71,Basic,One-year,115.94,8231.74,0
1864,53,Male,11,Premium,One-year,72.61,798.71,1
1865,65,Male,19,Basic,Two-year,62.58,1189.02,0
1866,51,Male,43,Premium,One-year,80.7,3470.1,1
1867,36,Female,4,Basic,Two-year,102.6,410.4,1
1868,29,Female,9,Basic,Two-year,87.06,783.54,0
1869,27,Female,60,Basic,Two-year,60.84,3650.4,0
1870,28,Male,68,Premium,Two-year,42.68,2902.24,0
1871,57,Female,8,Premium,One-year,88.87,710.96,0
1872,57,Female,35,Basic,One-year,62.45,2185.75,1
1873,45,Male,49,Basic,One-year,118.2,5791.8,0
1874,55,Male,18,Premium,Month-to-month,43.75,787.5,1
